Crime_ID,Crime_Type,City,Area,Latitude,Longitude,Date,Victim_Age,Suspect_Age,Status
296,Drug Trafficking,Bengaluru,Kant Nagar,11.889129,77.377642,2026-05-05,43,29,Under Investigation
297,Murder,Mangaluru,Pillay Street,14.594371,77.529027,2026-04-15,49,38,Closed
298,Drug Trafficking,Shivamogga,Prabhakar Ganj,12.586973,76.11447,2025-10-07,69,55,Under Investigation
299,Cyber Crime,Mangaluru,Dara,16.673513,74.719022,2026-05-05,30,30,Under Investigation
300,Murder,Shivamogga,Chowdhury Chowk,17.962002,75.743814,2026-07-18,55,24,Open
301,Murder,Shivamogga,Chandra Ganj,15.095016,77.322494,2025-08-12,63,40,Under Investigation
302,Theft,Bengaluru,Goda Circle,13.866134,74.319826,2025-08-05,21,18,Open
303,Cyber Crime,Belagavi,Balan Road,13.64029,76.583118,2025-12-27,47,43,Open
304,Murder,Mangaluru,Cherian Chowk,13.829879,77.495167,2025-08-07,22,36,Open
305,Murder,Hubballi,Menon,14.669787,77.232829,2026-02-13,47,35,Open
306,Robbery,Mangaluru,Lanka Marg,15.156585,77.239503,2025-12-20,42,33,Under Investigation
307,Drug Trafficking,Bengaluru,Babu Street,12.95134,78.571033,2026-04-30,57,46,Under Investigation
308,Theft,Mysuru,Atwal Circle,16.13527,74.921734,2026-06-30,25,27,Under Investigation
309,Assault,Shivamogga,Sachdeva Zila,13.016785,76.320456,2026-06-09,50,59,Under Investigation
310,Cyber Crime,Belagavi,Yohannan Marg,15.949594,75.387427,2026-01-02,50,31,Closed
311,Theft,Belagavi,Acharya Marg,17.937701,75.510784,2026-06-19,22,35,Open
312,Theft,Mysuru,Hans,14.988144,78.481304,2026-05-01,46,40,Closed
313,Assault,Hubballi,Desai Circle,13.443889,78.145527,2025-11-28,69,27,Closed
314,Murder,Hubballi,Narang Chowk,18.051356,74.183154,2025-11-18,29,43,Under Investigation
315,Fraud,Mysuru,Hayer Zila,13.355848,78.035748,2025-10-28,24,34,Open
316,Fraud,Shivamogga,Korpal Nagar,17.305043,75.296836,2026-05-01,54,40,Closed
317,Murder,Mangaluru,Barad,12.780905,74.503895,2025-11-20,40,59,Under Investigation
318,Murder,Belagavi,Bava Circle,15.030548,77.737365,2026-03-16,32,53,Under Investigation
319,Fraud,Mysuru,Pai Zila,17.861323,75.324752,2025-11-28,31,41,Open
320,Kidnapping,Bengaluru,Sunder Marg,16.654621,76.467661,2026-07-06,56,33,Under Investigation
321,Fraud,Shivamogga,Kaur Zila,18.416379,74.070739,2025-08-08,40,52,Under Investigation
322,Drug Trafficking,Hubballi,Murthy Nagar,16.998244,78.390036,2026-07-14,31,59,Closed
323,Robbery,Mysuru,Agrawal Street,17.338286,77.402151,2026-05-30,34,29,Under Investigation
324,Cyber Crime,Mysuru,Varty Path,16.612365,75.248571,2025-11-30,46,39,Closed
325,Assault,Hubballi,Bal Zila,18.264655,77.803271,2026-05-24,51,25,Open
326,Theft,Mysuru,Yogi Circle,18.489071,76.647566,2026-03-20,67,50,Closed
327,Theft,Shivamogga,Saha Road,12.185804,77.635221,2026-07-23,47,49,Closed
328,Murder,Belagavi,Konda Zila,17.361097,77.76738,2026-03-13,30,56,Open
329,Murder,Mysuru,Mitra Chowk,12.91583,76.694328,2026-05-02,65,59,Open
330,Robbery,Mysuru,Sundaram Road,17.619608,75.945128,2026-02-27,60,25,Under Investigation
331,Assault,Belagavi,Saini Road,11.81564,76.640296,2026-04-11,69,20,Closed
332,Assault,Mangaluru,Chowdhury Zila,12.170212,76.860997,2025-09-03,25,19,Under Investigation
333,Assault,Mysuru,Solanki Chowk,12.058138,75.732175,2026-04-23,70,27,Under Investigation
334,Kidnapping,Mangaluru,Choudhury Ganj,17.438893,78.098903,2026-01-28,33,21,Closed
335,Cyber Crime,Hubballi,Wali Path,17.002672,78.05144,2025-09-04,38,53,Open
336,Kidnapping,Mangaluru,Dugal,14.75145,75.450866,2025-08-03,49,37,Open
337,Theft,Belagavi,Dutta Path,16.591706,78.181452,2025-08-27,36,45,Closed
338,Cyber Crime,Bengaluru,Konda Path,16.398594,74.187535,2026-01-11,39,27,Closed
339,Cyber Crime,Bengaluru,Ramesh Road,12.81594,77.06405,2025-10-19,41,20,Open
340,Robbery,Hubballi,Tiwari Path,12.974831,74.685506,2026-06-15,42,31,Open
341,Fraud,Belagavi,Rai Road,18.041108,75.813388,2025-12-09,64,30,Open
342,Cyber Crime,Mangaluru,Johal Nagar,14.622179,78.51997,2026-01-05,38,30,Closed
343,Cyber Crime,Mangaluru,Srinivas Street,15.893741,76.704752,2025-08-12,41,52,Under Investigation
344,Cyber Crime,Bengaluru,Zachariah Path,13.13887,76.334888,2025-12-30,36,31,Closed
345,Fraud,Shivamogga,Chowdhury Street,17.988318,75.241154,2025-10-03,54,53,Closed
346,Theft,Shivamogga,Rau Zila,14.645913,75.136775,2026-03-07,41,35,Closed
347,Theft,Hubballi,Bumb Zila,16.884601,74.225206,2025-10-09,21,20,Closed
348,Drug Trafficking,Mangaluru,Chatterjee Chowk,13.829892,75.757551,2025-12-12,55,38,Open
349,Cyber Crime,Bengaluru,Bhat Marg,18.284236,74.115856,2026-05-24,70,47,Under Investigation
350,Robbery,Mysuru,Dada Circle,12.170794,74.861138,2025-09-24,37,31,Under Investigation
351,Kidnapping,Mysuru,Batra Marg,18.438514,76.502942,2026-06-26,59,34,Under Investigation
352,Drug Trafficking,Shivamogga,Nazareth Nagar,13.942409,74.535413,2026-04-12,50,58,Under Investigation
353,Robbery,Bengaluru,Dalal Marg,13.622038,76.718163,2026-03-14,62,40,Under Investigation
354,Robbery,Bengaluru,Swamy Marg,13.883927,74.350364,2026-06-23,65,48,Under Investigation
355,Fraud,Bengaluru,Shroff Chowk,12.459981,77.342973,2026-06-23,40,29,Under Investigation
356,Murder,Bengaluru,Nath Circle,14.220509,75.745226,2026-05-17,63,47,Under Investigation
357,Murder,Bengaluru,Vasa Chowk,15.526577,75.306665,2025-12-14,69,30,Open
358,Fraud,Shivamogga,Chaudhary Road,14.587169,77.550482,2025-11-08,57,59,Open
359,Fraud,Shivamogga,Nori Path,13.510616,78.507604,2025-11-24,36,46,Open
360,Assault,Mangaluru,Saran Ganj,11.931606,78.483781,2025-11-21,69,56,Under Investigation
361,Murder,Belagavi,Kota Road,15.316805,76.120954,2025-11-19,61,57,Closed
362,Murder,Shivamogga,Hans Marg,13.385616,74.688444,2025-08-22,24,23,Open
363,Murder,Hubballi,Wagle,17.179506,77.382906,2026-04-15,37,24,Under Investigation
364,Murder,Belagavi,Om Road,16.368024,75.104457,2025-07-27,61,52,Open
365,Theft,Mysuru,Chowdhury Chowk,12.86244,76.698511,2025-10-08,21,18,Closed
366,Drug Trafficking,Mangaluru,Baral Marg,15.332416,74.509436,2026-03-20,29,35,Open
367,Kidnapping,Hubballi,Pandit Path,11.961692,76.02764,2025-10-20,54,39,Closed
368,Murder,Mysuru,Mangat Street,13.163163,74.951064,2026-02-09,28,35,Closed
369,Murder,Mysuru,Gera Marg,14.169565,77.469692,2026-02-04,24,52,Open
370,Murder,Bengaluru,Contractor Nagar,15.451463,75.152825,2026-03-21,35,21,Closed
371,Fraud,Bengaluru,Saraf Path,15.832352,78.473883,2026-07-17,56,56,Closed
372,Cyber Crime,Mysuru,Dewan Path,13.745619,76.772816,2025-10-03,57,47,Open
373,Theft,Bengaluru,Verma,11.84166,77.849389,2026-01-03,24,54,Open
374,Fraud,Shivamogga,Ram Nagar,14.53239,78.35567,2025-08-21,65,32,Under Investigation
375,Murder,Mangaluru,Brar Ganj,15.762151,74.677054,2026-06-27,50,35,Open
376,Cyber Crime,Mysuru,Dixit Marg,18.363582,77.111346,2025-11-15,43,42,Closed
377,Cyber Crime,Bengaluru,Sharma Street,13.750452,75.556047,2026-01-26,64,34,Open
378,Assault,Mysuru,Morar,16.14006,78.17245,2025-11-17,54,45,Closed
379,Robbery,Mysuru,Edwin Nagar,15.235639,77.794711,2026-05-04,52,24,Closed
380,Fraud,Mysuru,More Nagar,12.620299,77.82068,2026-01-10,24,60,Open
381,Kidnapping,Bengaluru,Mandal Nagar,14.00604,77.697923,2026-02-22,25,41,Open
382,Theft,Belagavi,Kanda Circle,12.869893,77.811003,2026-02-23,54,24,Open
383,Assault,Belagavi,Lala Circle,15.610055,76.284821,2025-10-28,45,36,Closed
384,Cyber Crime,Mangaluru,Chokshi Street,15.531695,78.257632,2025-10-18,23,26,Open
385,Assault,Belagavi,Kothari Path,12.290632,75.5957,2025-12-05,36,31,Under Investigation
386,Assault,Mysuru,Shah Street,12.762284,78.019863,2025-09-27,32,23,Closed
387,Robbery,Mangaluru,Pradhan Circle,14.336061,77.298226,2026-01-26,43,44,Under Investigation
388,Kidnapping,Belagavi,Sethi Chowk,13.706758,75.008162,2026-04-28,39,41,Closed
389,Murder,Bengaluru,Ramakrishnan Road,17.225256,74.841081,2025-10-20,60,51,Closed
390,Murder,Mysuru,Bahri Zila,13.504937,77.722168,2025-10-14,65,51,Open
391,Drug Trafficking,Bengaluru,Raghavan Street,17.89872,75.53428,2025-09-03,70,43,Open
392,Theft,Bengaluru,Murty Nagar,11.89718,77.118911,2025-09-01,30,42,Open
393,Murder,Hubballi,Ravi Ganj,12.188173,77.831065,2026-07-02,44,57,Open
394,Murder,Mangaluru,Tella Road,16.171807,74.407098,2026-01-17,36,35,Closed
395,Kidnapping,Shivamogga,Mital Ganj,17.099346,76.792203,2026-02-22,28,54,Open
396,Cyber Crime,Mysuru,Shanker Road,18.072339,77.371519,2026-04-28,44,24,Under Investigation
397,Cyber Crime,Hubballi,Raval Ganj,16.440243,77.285377,2026-03-08,40,34,Closed
398,Fraud,Mysuru,Badami Path,17.109488,75.041585,2025-07-27,63,25,Closed
399,Assault,Shivamogga,Sahota Circle,12.441169,77.404693,2026-06-10,63,45,Open
400,Theft,Bengaluru,Bassi Chowk,18.235691,77.427528,2026-07-10,57,35,Open
401,Robbery,Mysuru,Dhar Circle,17.780632,77.564091,2026-06-01,54,23,Closed
402,Murder,Shivamogga,Mohanty Zila,13.27978,75.451065,2025-08-14,32,25,Closed
403,Fraud,Mangaluru,Sharaf Path,12.169159,75.721383,2026-05-22,69,38,Open
404,Assault,Belagavi,Jain Street,16.490448,76.626525,2026-04-15,31,43,Open
405,Drug Trafficking,Hubballi,Sarraf Road,12.979281,77.354271,2025-07-24,43,55,Open
406,Assault,Hubballi,Oommen Zila,15.519456,77.718279,2026-02-21,18,20,Open
407,Murder,Mangaluru,Chaudry Marg,12.926755,77.546396,2026-04-07,69,51,Under Investigation
408,Robbery,Hubballi,Sani Chowk,15.512241,77.459687,2025-08-23,33,40,Under Investigation
409,Kidnapping,Mysuru,Konda Nagar,18.04844,75.479541,2026-05-23,29,55,Under Investigation
410,Kidnapping,Bengaluru,Varghese Marg,15.318357,75.745057,2026-04-04,25,44,Closed
411,Kidnapping,Hubballi,Edwin Zila,17.669382,74.193009,2025-09-24,48,43,Closed
412,Cyber Crime,Mysuru,Bhakta Chowk,14.025831,78.17943,2026-04-18,58,56,Under Investigation
413,Murder,Bengaluru,Ramaswamy Path,16.531321,75.423884,2026-05-02,57,51,Open
414,Theft,Hubballi,Saraf Zila,17.755333,75.50289,2025-10-03,45,46,Closed
415,Cyber Crime,Mangaluru,Prakash Road,17.516235,78.231937,2025-09-11,60,48,Closed
416,Kidnapping,Mangaluru,Gopal Circle,13.251839,76.053789,2025-09-08,53,28,Under Investigation
417,Assault,Mysuru,Karan Nagar,17.899912,77.40676,2025-11-03,26,50,Closed
418,Theft,Hubballi,Shanker Road,13.547403,78.019383,2025-12-12,31,21,Under Investigation
419,Cyber Crime,Hubballi,Kadakia,12.714848,77.984557,2026-02-16,29,30,Under Investigation
420,Theft,Shivamogga,Khare Chowk,12.971788,77.628497,2026-07-09,23,23,Open
421,Cyber Crime,Mangaluru,Jha Circle,13.042196,78.585692,2025-10-04,21,27,Under Investigation
422,Theft,Bengaluru,Balan Road,16.814018,75.940249,2025-09-25,23,30,Open
423,Murder,Mysuru,Sachdev Zila,14.370775,74.928078,2025-12-17,19,29,Closed
424,Cyber Crime,Shivamogga,Krish Zila,11.996502,78.299819,2025-07-28,54,38,Open
425,Murder,Mangaluru,Mand Road,12.574743,75.112677,2025-10-24,47,49,Under Investigation
426,Fraud,Belagavi,Butala Circle,13.75097,75.87571,2026-05-04,34,41,Open
427,Fraud,Shivamogga,Sankaran,17.161822,76.06562,2025-09-21,25,55,Closed
428,Assault,Belagavi,Banik Chowk,16.800001,75.981117,2025-09-26,22,25,Under Investigation
429,Drug Trafficking,Belagavi,Venkataraman Zila,16.056515,74.368502,2026-05-12,28,36,Open
430,Drug Trafficking,Hubballi,Aggarwal Marg,13.835242,74.703109,2026-01-02,21,59,Under Investigation
431,Kidnapping,Mangaluru,Brahmbhatt Zila,13.721705,74.327622,2026-02-01,68,34,Closed
432,Cyber Crime,Mangaluru,Mitter Road,14.27177,78.531291,2025-12-30,43,23,Closed
433,Theft,Hubballi,Bhagat Circle,17.251549,74.584219,2025-09-07,26,34,Closed
434,Kidnapping,Mysuru,Chada Zila,12.145914,76.06105,2025-11-24,30,41,Under Investigation
435,Cyber Crime,Mysuru,Banerjee Ganj,14.230971,75.52331,2025-09-08,24,18,Open
436,Drug Trafficking,Bengaluru,Anne Circle,15.479832,76.596871,2025-12-26,53,21,Under Investigation
437,Fraud,Bengaluru,Minhas,12.115607,78.406413,2025-09-10,35,40,Open
438,Murder,Mysuru,Narayanan Nagar,14.753725,74.540551,2026-04-04,53,33,Under Investigation
439,Murder,Belagavi,Memon Road,13.199433,76.218475,2025-09-22,53,22,Closed
440,Kidnapping,Belagavi,Chandran Road,12.994306,76.505439,2025-10-12,50,28,Closed
441,Fraud,Hubballi,Bakshi Street,17.451632,77.577856,2026-04-01,29,48,Open
442,Drug Trafficking,Mangaluru,Kapoor Street,14.154974,74.439131,2026-05-09,66,27,Open
443,Assault,Mysuru,Contractor Zila,14.569816,76.738738,2025-08-14,32,54,Under Investigation
444,Fraud,Bengaluru,Chawla Nagar,13.67262,74.476947,2025-09-17,68,57,Under Investigation
445,Murder,Mysuru,Hari Circle,14.709469,77.706968,2026-05-03,23,38,Closed
446,Murder,Bengaluru,Panchal Ganj,17.338217,74.141671,2026-05-21,65,43,Open
447,Murder,Belagavi,Lanka Road,18.294538,76.242225,2026-06-14,66,55,Under Investigation
448,Assault,Mangaluru,Pant Marg,14.176974,76.482269,2025-09-01,56,60,Open
449,Assault,Belagavi,Hari Road,14.736188,76.593107,2025-08-19,19,49,Open
450,Kidnapping,Mangaluru,Andra Zila,14.19628,78.082393,2025-08-19,38,37,Under Investigation
451,Theft,Belagavi,Sheth Ganj,13.844036,74.13713,2026-06-28,66,41,Under Investigation
452,Assault,Belagavi,Wagle Path,16.715765,78.560463,2025-12-06,68,37,Open
453,Cyber Crime,Bengaluru,Ratti Marg,16.702201,76.816457,2026-05-20,18,30,Closed
454,Kidnapping,Mysuru,Nagy Street,17.47912,76.421817,2025-09-28,44,25,Under Investigation
455,Cyber Crime,Bengaluru,Mann Chowk,16.706175,74.700118,2025-12-11,37,43,Under Investigation
456,Theft,Mangaluru,Rai Path,16.540591,77.865624,2025-07-31,50,23,Under Investigation
457,Robbery,Belagavi,Lanka Marg,12.949408,75.463056,2026-01-01,37,42,Closed
458,Kidnapping,Bengaluru,Barad Chowk,18.222685,74.900557,2026-01-12,64,53,Closed
459,Robbery,Hubballi,Saha Chowk,17.752081,76.315257,2025-09-26,31,50,Closed
460,Cyber Crime,Mysuru,Hari Ganj,14.314605,77.42179,2026-06-23,22,39,Under Investigation
461,Cyber Crime,Bengaluru,Garg Road,17.858482,77.502627,2025-12-14,25,44,Open
462,Fraud,Belagavi,Kuruvilla Ganj,13.392413,76.39202,2026-01-24,70,51,Under Investigation
463,Kidnapping,Hubballi,Kade Circle,13.602867,75.560741,2026-07-21,46,51,Open
464,Assault,Bengaluru,Yogi Chowk,12.101257,74.685934,2026-02-17,29,32,Under Investigation
465,Murder,Mangaluru,Agrawal Path,12.085434,74.099311,2025-08-20,57,56,Under Investigation
466,Theft,Bengaluru,Wadhwa Zila,16.421175,75.154807,2026-04-26,25,23,Open
467,Cyber Crime,Hubballi,Korpal Zila,14.187656,76.199836,2026-02-08,55,36,Open
468,Fraud,Bengaluru,Patel Ganj,17.507153,77.546398,2026-04-25,41,31,Under Investigation
469,Murder,Shivamogga,Mohan Ganj,13.063721,77.338231,2026-04-30,64,60,Open
470,Fraud,Belagavi,Pandit Zila,14.118653,78.35642,2026-03-04,47,49,Under Investigation
471,Assault,Belagavi,Parikh Ganj,11.801816,74.703594,2026-06-07,60,23,Under Investigation
472,Murder,Hubballi,Balakrishnan Path,14.876272,75.040732,2026-01-15,53,31,Closed
473,Fraud,Hubballi,Kade Nagar,15.978117,74.438414,2025-11-14,52,18,Under Investigation
474,Fraud,Belagavi,Goda Street,14.521627,74.260333,2026-07-15,67,36,Open
475,Assault,Hubballi,Mane Marg,17.096473,77.924465,2026-05-02,18,39,Closed
476,Assault,Shivamogga,Ray,12.438399,75.579688,2026-04-09,59,34,Closed
477,Murder,Hubballi,Vaidya Circle,11.838694,78.424334,2025-08-28,38,41,Under Investigation
478,Murder,Mysuru,Sampath,17.336536,77.621514,2026-05-01,42,38,Closed
479,Murder,Shivamogga,Pandey Nagar,18.21673,75.283993,2025-09-05,36,57,Open
480,Murder,Mysuru,Behl Ganj,13.122183,74.624707,2025-09-21,29,38,Open
481,Drug Trafficking,Bengaluru,Arora Ganj,15.689351,74.420188,2025-09-26,24,24,Under Investigation
482,Fraud,Hubballi,Kuruvilla Ganj,16.162542,78.067364,2025-11-11,34,20,Under Investigation
483,Drug Trafficking,Mangaluru,Lad Chowk,17.125716,76.021432,2025-10-29,55,48,Open
484,Theft,Belagavi,Bhatti Circle,15.925417,77.85901,2025-10-11,36,36,Closed
485,Theft,Shivamogga,Dutta Road,17.540013,76.43231,2026-01-25,64,37,Under Investigation
486,Robbery,Mysuru,Kara Chowk,18.16509,74.676795,2026-04-30,43,49,Open
487,Assault,Shivamogga,Chaudhary Street,13.563437,76.472459,2026-02-10,27,43,Under Investigation
488,Kidnapping,Hubballi,Chada,12.902728,77.182378,2026-03-04,66,52,Closed
489,Robbery,Belagavi,Thakkar Nagar,17.519017,75.751478,2025-10-16,44,35,Open
490,Murder,Belagavi,Dar Zila,13.882357,75.164663,2025-08-29,33,21,Closed
491,Cyber Crime,Bengaluru,Loke Ganj,15.014258,74.66138,2026-02-20,54,18,Under Investigation
492,Theft,Belagavi,Thaker Road,12.770791,76.850586,2025-08-24,56,28,Open
493,Kidnapping,Hubballi,Halder Chowk,14.181301,74.395829,2026-01-11,47,56,Open
494,Drug Trafficking,Mysuru,Rajagopal Marg,15.790702,75.644475,2026-02-04,46,45,Open
495,Assault,Hubballi,Munshi Marg,13.708682,74.598458,2026-03-30,18,46,Closed
496,Fraud,Bengaluru,Thakkar Nagar,11.826935,75.801571,2025-10-29,52,44,Under Investigation
497,Theft,Hubballi,Mukherjee Street,13.186992,74.311338,2026-06-01,44,41,Closed
498,Kidnapping,Bengaluru,Bal Nagar,15.758708,77.276569,2025-11-05,65,57,Closed
499,Fraud,Bengaluru,Chhabra Street,17.382769,74.455115,2026-03-27,31,36,Closed
500,Cyber Crime,Belagavi,Balakrishnan Circle,15.995855,74.182319,2025-12-16,58,40,Closed
501,Cyber Crime,Belagavi,Minhas Chowk,14.347372,74.471637,2026-04-20,46,24,Under Investigation
502,Kidnapping,Mangaluru,Kumar Road,15.174248,77.65535,2025-11-15,38,52,Closed
503,Drug Trafficking,Mysuru,Pillay Path,18.226143,75.638991,2026-06-21,45,35,Under Investigation
504,Kidnapping,Hubballi,Nagi Ganj,14.07498,75.378835,2025-09-25,58,43,Closed
505,Murder,Hubballi,Aurora Ganj,13.364799,76.234419,2025-10-16,27,27,Under Investigation
506,Assault,Belagavi,Mittal,15.635726,77.720408,2025-07-26,30,51,Closed
507,Fraud,Mangaluru,Bahl Zila,12.188792,75.996166,2025-12-07,65,52,Closed
508,Kidnapping,Shivamogga,Chadha Chowk,15.661198,76.856221,2026-02-28,26,21,Closed
509,Kidnapping,Hubballi,Pall Chowk,15.186175,74.166647,2025-12-10,65,18,Open
510,Murder,Belagavi,Hegde Zila,13.413379,78.017476,2026-06-07,57,56,Closed
511,Robbery,Mangaluru,Acharya Path,16.6753,75.582276,2026-03-21,54,32,Under Investigation
512,Drug Trafficking,Mysuru,Tank Chowk,15.371772,74.254,2026-04-01,48,39,Under Investigation
513,Assault,Bengaluru,Misra Marg,13.639446,75.500607,2026-07-23,61,31,Closed
514,Kidnapping,Belagavi,Sanghvi Road,14.036254,76.147941,2026-03-29,28,22,Open
515,Theft,Shivamogga,Thakkar Path,14.657636,78.127213,2026-03-20,41,47,Open
516,Theft,Hubballi,Narayanan Path,17.8035,78.022565,2026-01-07,68,22,Under Investigation
517,Drug Trafficking,Hubballi,Bail Zila,17.367917,75.466089,2026-03-26,22,35,Open
518,Assault,Belagavi,Doshi Road,17.842818,78.441846,2025-10-05,35,48,Closed
519,Drug Trafficking,Shivamogga,Dora Circle,14.756589,77.641448,2025-11-10,28,40,Open
520,Robbery,Bengaluru,Dyal,11.983419,74.059326,2025-10-25,60,28,Open
521,Fraud,Hubballi,Pingle Ganj,13.352072,75.440567,2025-11-17,57,23,Open
522,Kidnapping,Mangaluru,Narula Circle,13.899231,76.059773,2025-09-27,50,50,Closed
523,Fraud,Mysuru,Dua Chowk,14.017348,75.945436,2026-06-27,25,18,Open
524,Cyber Crime,Mysuru,Chatterjee,16.582575,76.214848,2025-12-07,65,51,Closed
525,Fraud,Mysuru,Patla Ganj,18.138842,77.756795,2025-12-19,64,32,Closed
526,Kidnapping,Mysuru,Sha Road,16.771949,75.193886,2026-02-15,41,49,Open
527,Cyber Crime,Belagavi,Rastogi Path,16.915975,76.593006,2026-04-20,37,55,Closed
528,Robbery,Mangaluru,Gaba Nagar,15.931652,76.567614,2026-07-18,60,24,Open
529,Murder,Mysuru,Mane Street,16.502264,78.223277,2026-05-29,30,60,Under Investigation
530,Cyber Crime,Mangaluru,Subramanian Path,17.280395,77.832915,2026-06-04,55,49,Closed
531,Robbery,Belagavi,Parsa,15.87716,74.484871,2026-03-10,47,30,Under Investigation
532,Drug Trafficking,Belagavi,Barman Path,13.740794,76.575467,2025-12-12,66,38,Under Investigation
533,Assault,Belagavi,Bajaj Road,14.929362,76.710623,2026-06-07,52,36,Closed
534,Cyber Crime,Mangaluru,Mand Circle,17.401441,75.925409,2026-02-16,70,31,Under Investigation
535,Assault,Hubballi,Kibe Street,12.903696,75.719066,2026-03-16,59,60,Closed
536,Kidnapping,Belagavi,Kannan Road,13.024123,76.806663,2026-07-16,18,58,Open
537,Fraud,Hubballi,Salvi Marg,14.689504,74.385808,2026-07-09,46,45,Under Investigation
538,Fraud,Mangaluru,Mannan Ganj,17.363888,75.267147,2026-01-21,64,24,Under Investigation
539,Murder,Mangaluru,Aggarwal Street,16.488592,74.368283,2025-10-15,59,46,Closed
540,Theft,Bengaluru,Agate Marg,15.711062,75.487333,2025-08-16,46,42,Closed
541,Theft,Mysuru,Samra,15.055741,75.716517,2026-06-03,63,41,Open
542,Theft,Hubballi,Grover Path,14.023184,78.474216,2025-08-07,41,32,Open
543,Assault,Mysuru,Wadhwa Road,12.611768,75.13387,2025-12-12,29,47,Under Investigation
544,Cyber Crime,Mysuru,Borde,15.541671,75.802636,2026-03-09,59,29,Under Investigation
545,Kidnapping,Bengaluru,Dua Circle,12.720506,74.980208,2026-05-12,68,26,Under Investigation
546,Fraud,Mysuru,Sane Nagar,11.88827,77.899581,2026-07-17,21,37,Open
547,Cyber Crime,Belagavi,Kashyap Path,13.513318,78.443472,2025-12-16,63,21,Open
548,Kidnapping,Mysuru,Vora Chowk,14.845114,74.727886,2025-11-02,42,20,Under Investigation
549,Murder,Shivamogga,Kadakia Road,14.494312,77.554332,2026-04-11,40,47,Open
550,Theft,Bengaluru,Padmanabhan Zila,17.514281,75.038679,2025-12-18,58,48,Open
551,Assault,Belagavi,Chakraborty Zila,14.384985,75.27912,2026-05-16,68,22,Under Investigation
552,Kidnapping,Belagavi,Mitter Road,12.904713,74.278032,2026-03-29,60,56,Open
553,Theft,Belagavi,Sengupta Path,15.964883,75.714697,2026-03-07,23,27,Under Investigation
554,Theft,Shivamogga,Muni Circle,17.207402,74.752537,2025-09-12,47,59,Under Investigation
555,Robbery,Shivamogga,Manne Road,17.80662,74.468718,2026-06-15,27,58,Open
556,Murder,Belagavi,Krish Chowk,16.815098,76.796829,2026-01-23,27,60,Closed
557,Robbery,Mysuru,Hari Marg,14.538872,76.679992,2026-03-08,36,44,Open
558,Robbery,Belagavi,Krishnan Path,15.098485,78.50819,2026-05-11,23,38,Open
559,Kidnapping,Hubballi,Sarna Circle,11.953304,77.118668,2025-11-21,38,27,Under Investigation
560,Theft,Mangaluru,Ratta Marg,14.787561,78.11208,2025-12-22,28,41,Under Investigation
561,Cyber Crime,Belagavi,Randhawa Street,12.247822,75.528551,2025-08-05,67,47,Closed
562,Fraud,Bengaluru,Keer Street,17.432424,75.610325,2026-04-21,32,50,Closed
563,Drug Trafficking,Mysuru,Shetty Chowk,17.734046,75.807399,2026-05-05,28,24,Closed
564,Fraud,Bengaluru,Deol Circle,17.313812,74.159298,2025-12-24,67,54,Under Investigation
565,Assault,Belagavi,Nagarajan Marg,15.931402,74.562104,2025-11-06,25,23,Under Investigation
566,Robbery,Shivamogga,Srivastava Road,18.096697,74.551771,2025-11-12,62,59,Open
567,Robbery,Mysuru,Sachar Circle,15.792667,76.366649,2026-05-30,33,31,Closed
568,Theft,Mangaluru,Konda Circle,14.18131,75.689857,2026-05-15,63,52,Closed
569,Robbery,Shivamogga,Sankar,13.206893,75.110167,2026-05-06,39,60,Under Investigation
570,Drug Trafficking,Mangaluru,Nori Nagar,14.794449,75.288089,2025-10-19,56,40,Open
571,Robbery,Belagavi,Korpal Ganj,13.908189,76.124345,2026-07-10,30,49,Closed
572,Theft,Bengaluru,Hegde Nagar,17.788332,77.975698,2025-11-18,29,45,Open
573,Kidnapping,Mangaluru,Vasa Road,18.07128,74.797638,2026-03-12,70,24,Closed
574,Fraud,Mysuru,Ramakrishnan Path,13.193145,77.972331,2025-12-12,36,27,Open
575,Drug Trafficking,Mangaluru,Karan,13.860935,74.130387,2026-04-13,53,46,Closed
576,Theft,Mangaluru,Sandal Nagar,12.95267,77.297895,2025-10-25,66,29,Open
577,Murder,Shivamogga,Bhardwaj Ganj,18.206413,74.318029,2026-03-19,45,21,Open
578,Theft,Mangaluru,Nath Street,16.046519,74.481542,2026-04-21,57,36,Closed
579,Fraud,Shivamogga,Baral Path,17.288637,78.583839,2026-03-26,48,19,Under Investigation
580,Drug Trafficking,Mysuru,Munshi Street,13.944941,75.618538,2025-11-07,65,57,Open
581,Cyber Crime,Bengaluru,Bora Chowk,17.534877,77.193273,2025-12-26,56,39,Under Investigation
582,Murder,Mysuru,Shenoy Circle,14.918051,78.385583,2025-08-14,32,37,Open
583,Drug Trafficking,Shivamogga,Ramaswamy Chowk,15.852558,75.280653,2025-09-06,58,21,Open
584,Drug Trafficking,Belagavi,Butala Nagar,15.583227,77.947934,2026-05-28,59,34,Open
585,Murder,Mangaluru,Dalal Street,12.349844,76.535178,2025-09-21,44,34,Closed
586,Kidnapping,Mysuru,Sule Ganj,17.308355,77.045557,2025-10-10,24,24,Open
587,Assault,Bengaluru,Lad Road,17.042035,76.271435,2025-11-16,26,22,Under Investigation
588,Fraud,Shivamogga,Batra Chowk,17.8693,74.345798,2026-05-06,23,54,Closed
589,Kidnapping,Belagavi,Dash Chowk,16.073381,78.335183,2025-08-11,59,25,Under Investigation
